Ticket_ID,System,Document,Severity,RCA_Category,Manual_Remediation,Timestamp,Business_Impact
INC-10575,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Urgent help needed.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-01-22 13:00:00,1
INC-10576,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Error code 504.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-02-07 08:00:00,4
INC-10577,Middleware,Memory limit exceeded in Middleware. Intermittent issue.,Critical,Resource,Scale up Middleware instance,2026-02-18 14:00:00,5
INC-10578,Identity Access,Memory limit exceeded in Identity Access. Error code 504.,Critical,Resource,Scale up Identity Access instance,2026-02-21 08:00:00,5
INC-10579,Middleware,Data sync failure between Middleware and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-18 11:00:00,3
INC-10580,SAP ERP,Memory limit exceeded in SAP ERP. Intermittent issue.,Critical,Resource,Scale up SAP ERP instance,2026-02-25 02:00:00,3
INC-10581,SAP ERP,Latency spike in SAP ERP API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-01-18 05:00:00,4
INC-10582,Oracle DB,Memory limit exceeded in Oracle DB. Reported by monitoring.,Critical,Resource,Scale up Oracle DB instance,2026-02-13 05:00:00,2
INC-10583,SAP ERP,Data sync failure between SAP ERP and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-16 22:00:00,3
INC-10584,Oracle DB,Latency spike in Oracle DB API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-21 09:00:00,2
INC-10585,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Reported by monitoring.,High,Network/DB,Restart Cloud Infrastructure services,2026-02-28 19:00:00,4
INC-10586,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-06 10:00:00,4
INC-10587,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-06 03:00:00,5
INC-10588,Identity Access,Connection timeout in Identity Access. Urgent help needed.,High,Network/DB,Restart Identity Access services,2026-01-31 22:00:00,4
INC-10589,Identity Access,Memory limit exceeded in Identity Access. Urgent help needed.,Critical,Resource,Scale up Identity Access instance,2026-03-05 16:00:00,2
INC-10590,Middleware,Latency spike in Middleware API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-06 02:00:00,2
INC-10591,Identity Access,Data sync failure between Identity Access and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-08 23:00:00,5
INC-10592,Oracle DB,Connection timeout in Oracle DB. Error code 504.,High,Network/DB,Restart Oracle DB services,2026-03-22 19:00:00,4
INC-10593,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Urgent help needed.,High,Network/DB,Restart Cloud Infrastructure services,2026-02-19 17:00:00,3
INC-10594,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-01-31 09:00:00,1
INC-10595,Middleware,Connection timeout in Middleware. Urgent help needed.,High,Network/DB,Restart Middleware services,2026-03-03 22:00:00,5
INC-10596,Middleware,Data sync failure between Middleware and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-14 11:00:00,3
INC-10597,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Reported by monitoring.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-06 09:00:00,4
INC-10598,Identity Access,Memory limit exceeded in Identity Access. Error code 504.,Critical,Resource,Scale up Identity Access instance,2026-03-24 08:00:00,1
INC-10599,Identity Access,Memory limit exceeded in Identity Access. Urgent help needed.,Critical,Resource,Scale up Identity Access instance,2026-03-06 12:00:00,4
INC-10600,Middleware,Data sync failure between Middleware and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-01-20 00:00:00,2
INC-10601,SAP ERP,Access denied for user in SAP ERP. Intermittent issue.,Medium,Permissions,Update IAM policy for SAP ERP,2026-02-09 16:00:00,4
INC-10602,SAP ERP,Connection timeout in SAP ERP. Error code 504.,High,Network/DB,Restart SAP ERP services,2026-01-13 23:00:00,5
INC-10603,SAP ERP,Connection timeout in SAP ERP. Error code 504.,High,Network/DB,Restart SAP ERP services,2026-01-20 03:00:00,2
INC-10604,Oracle DB,Access denied for user in Oracle DB. Error code 504.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-31 07:00:00,5
INC-10605,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-02-21 11:00:00,4
INC-10606,Oracle DB,Connection timeout in Oracle DB. Reported by monitoring.,High,Network/DB,Restart Oracle DB services,2026-02-14 04:00:00,4
INC-10607,Oracle DB,Data sync failure between Oracle DB and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-10 07:00:00,1
INC-10608,Identity Access,Access denied for user in Identity Access. Reported by monitoring.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-18 15:00:00,5
INC-10609,Middleware,Access denied for user in Middleware. Intermittent issue.,Medium,Permissions,Update IAM policy for Middleware,2026-03-31 17:00:00,5
INC-10610,Identity Access,Access denied for user in Identity Access. Urgent help needed.,Medium,Permissions,Update IAM policy for Identity Access,2026-01-10 19:00:00,2
INC-10611,SAP ERP,Latency spike in SAP ERP API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-04 18:00:00,2
INC-10612,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-19 20:00:00,1
INC-10613,Identity Access,Memory limit exceeded in Identity Access. Error code 504.,Critical,Resource,Scale up Identity Access instance,2026-03-03 20:00:00,3
INC-10614,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-03-21 01:00:00,3
INC-10615,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Urgent help needed.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-21 11:00:00,2
INC-10616,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-14 03:00:00,4
INC-10617,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Intermittent issue.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-02-18 10:00:00,4
INC-10618,Oracle DB,Latency spike in Oracle DB API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-13 00:00:00,3
INC-10619,Identity Access,Access denied for user in Identity Access. Reported by monitoring.,Medium,Permissions,Update IAM policy for Identity Access,2026-01-02 16:00:00,4
INC-10620,Oracle DB,Access denied for user in Oracle DB. Error code 504.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-17 20:00:00,4
INC-10621,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-03-13 22:00:00,5
INC-10622,Middleware,Data sync failure between Middleware and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-26 22:00:00,3
INC-10623,Oracle DB,Access denied for user in Oracle DB. Intermittent issue.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-14 17:00:00,5
INC-10624,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-01 04:00:00,1
INC-10625,Oracle DB,Latency spike in Oracle DB API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-02-10 09:00:00,1
INC-10626,SAP ERP,Data sync failure between SAP ERP and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-01-07 02:00:00,2
INC-10627,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-02 10:00:00,4
INC-10628,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-02-16 23:00:00,3
INC-10629,Identity Access,Data sync failure between Identity Access and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-01-01 19:00:00,3
INC-10630,Identity Access,Data sync failure between Identity Access and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-07 21:00:00,2
INC-10631,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Urgent help needed.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-05 01:00:00,5
INC-10632,SAP ERP,Connection timeout in SAP ERP. Intermittent issue.,High,Network/DB,Restart SAP ERP services,2026-03-16 18:00:00,3
INC-10633,SAP ERP,Memory limit exceeded in SAP ERP. Reported by monitoring.,Critical,Resource,Scale up SAP ERP instance,2026-03-16 05:00:00,4
INC-10634,Middleware,Latency spike in Middleware API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-01-20 21:00:00,3
INC-10635,SAP ERP,Memory limit exceeded in SAP ERP. Intermittent issue.,Critical,Resource,Scale up SAP ERP instance,2026-03-27 01:00:00,1
INC-10636,Identity Access,Latency spike in Identity Access API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-04-01 20:00:00,5
INC-10637,Middleware,Latency spike in Middleware API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-01-27 05:00:00,4
INC-10638,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-04 12:00:00,2
INC-10639,Oracle DB,Memory limit exceeded in Oracle DB. Intermittent issue.,Critical,Resource,Scale up Oracle DB instance,2026-02-20 19:00:00,5
INC-10640,Middleware,Data sync failure between Middleware and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-01-08 00:00:00,2
INC-10641,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-02-21 06:00:00,2
INC-10642,Identity Access,Latency spike in Identity Access API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-29 10:00:00,4
INC-10643,Middleware,Connection timeout in Middleware. Reported by monitoring.,High,Network/DB,Restart Middleware services,2026-03-08 21:00:00,3
INC-10644,Middleware,Latency spike in Middleware API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-01-26 19:00:00,3
INC-10645,Oracle DB,Latency spike in Oracle DB API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-17 04:00:00,5
INC-10646,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Urgent help needed.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-16 15:00:00,2
INC-10647,SAP ERP,Data sync failure between SAP ERP and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-03-16 11:00:00,3
INC-10648,Identity Access,Access denied for user in Identity Access. Reported by monitoring.,Medium,Permissions,Update IAM policy for Identity Access,2026-02-12 02:00:00,3
INC-10649,Oracle DB,Latency spike in Oracle DB API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-12 23:00:00,2
INC-10650,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Reported by monitoring.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-02-01 16:00:00,4
INC-10651,Identity Access,Latency spike in Identity Access API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-01-29 07:00:00,5
INC-10652,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-01-12 01:00:00,5
INC-10653,SAP ERP,Latency spike in SAP ERP API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-10 11:00:00,1
INC-10654,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Intermittent issue.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-03-04 04:00:00,4
INC-10655,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-02-17 22:00:00,2
INC-10656,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Error code 504.,High,Network/DB,Restart Cloud Infrastructure services,2026-02-01 11:00:00,5
INC-10657,SAP ERP,Memory limit exceeded in SAP ERP. Error code 504.,Critical,Resource,Scale up SAP ERP instance,2026-01-07 11:00:00,4
INC-10658,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Error code 504.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-02-15 20:00:00,3
INC-10659,Identity Access,Access denied for user in Identity Access. Urgent help needed.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-13 10:00:00,2
INC-10660,Oracle DB,Connection timeout in Oracle DB. Reported by monitoring.,High,Network/DB,Restart Oracle DB services,2026-02-02 10:00:00,4
INC-10661,Oracle DB,Memory limit exceeded in Oracle DB. Urgent help needed.,Critical,Resource,Scale up Oracle DB instance,2026-03-10 18:00:00,3
INC-10662,Oracle DB,Connection timeout in Oracle DB. Reported by monitoring.,High,Network/DB,Restart Oracle DB services,2026-03-18 00:00:00,3
INC-10663,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Intermittent issue.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-07 05:00:00,4
INC-10664,SAP ERP,Latency spike in SAP ERP API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-24 12:00:00,2
INC-10665,SAP ERP,Access denied for user in SAP ERP. Urgent help needed.,Medium,Permissions,Update IAM policy for SAP ERP,2026-02-10 06:00:00,2
INC-10666,Identity Access,Connection timeout in Identity Access. Intermittent issue.,High,Network/DB,Restart Identity Access services,2026-01-17 08:00:00,2
INC-10667,Middleware,Memory limit exceeded in Middleware. Reported by monitoring.,Critical,Resource,Scale up Middleware instance,2026-01-22 18:00:00,4
INC-10668,Middleware,Connection timeout in Middleware. Urgent help needed.,High,Network/DB,Restart Middleware services,2026-02-22 00:00:00,5
INC-10669,Identity Access,Memory limit exceeded in Identity Access. Error code 504.,Critical,Resource,Scale up Identity Access instance,2026-03-11 22:00:00,5
INC-10670,Oracle DB,Data sync failure between Oracle DB and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-01-13 10:00:00,3
INC-10671,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-02-12 23:00:00,4
INC-10672,Oracle DB,Memory limit exceeded in Oracle DB. Error code 504.,Critical,Resource,Scale up Oracle DB instance,2026-01-18 14:00:00,4
INC-10673,Oracle DB,Latency spike in Oracle DB API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-02-05 13:00:00,3
INC-10674,Oracle DB,Latency spike in Oracle DB API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-14 18:00:00,3
INC-10675,Identity Access,Latency spike in Identity Access API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-02-03 20:00:00,2
INC-10676,SAP ERP,Connection timeout in SAP ERP. Intermittent issue.,High,Network/DB,Restart SAP ERP services,2026-01-10 17:00:00,2
INC-10677,Oracle DB,Access denied for user in Oracle DB. Intermittent issue.,Medium,Permissions,Update IAM policy for Oracle DB,2026-01-13 07:00:00,3
INC-10678,Middleware,Access denied for user in Middleware. Error code 504.,Medium,Permissions,Update IAM policy for Middleware,2026-02-16 14:00:00,3
INC-10679,SAP ERP,Data sync failure between SAP ERP and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-02-14 23:00:00,2
INC-10680,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Intermittent issue.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-16 11:00:00,1
INC-10681,Oracle DB,Connection timeout in Oracle DB. Intermittent issue.,High,Network/DB,Restart Oracle DB services,2026-01-22 18:00:00,1
INC-10682,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-01-27 23:00:00,5
INC-10683,Identity Access,Memory limit exceeded in Identity Access. Error code 504.,Critical,Resource,Scale up Identity Access instance,2026-03-19 14:00:00,5
INC-10684,SAP ERP,Memory limit exceeded in SAP ERP. Reported by monitoring.,Critical,Resource,Scale up SAP ERP instance,2026-03-28 23:00:00,3
INC-10685,SAP ERP,Latency spike in SAP ERP API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-01-12 16:00:00,4
INC-10686,Oracle DB,Connection timeout in Oracle DB. Reported by monitoring.,High,Network/DB,Restart Oracle DB services,2026-01-29 16:00:00,5
INC-10687,Middleware,Connection timeout in Middleware. Error code 504.,High,Network/DB,Restart Middleware services,2026-02-15 04:00:00,2
INC-10688,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Reported by monitoring.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-01-10 06:00:00,5
INC-10689,SAP ERP,Data sync failure between SAP ERP and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-28 19:00:00,5
INC-10690,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Intermittent issue.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-09 09:00:00,3
INC-10691,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Urgent help needed.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-22 17:00:00,4
INC-10692,Identity Access,Latency spike in Identity Access API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-01-22 19:00:00,1
INC-10693,Identity Access,Latency spike in Identity Access API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-01-10 10:00:00,3
INC-10694,SAP ERP,Access denied for user in SAP ERP. Intermittent issue.,Medium,Permissions,Update IAM policy for SAP ERP,2026-03-23 00:00:00,1
INC-10695,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-02-18 10:00:00,1
INC-10696,Middleware,Access denied for user in Middleware. Intermittent issue.,Medium,Permissions,Update IAM policy for Middleware,2026-03-04 17:00:00,5
INC-10697,Middleware,Access denied for user in Middleware. Intermittent issue.,Medium,Permissions,Update IAM policy for Middleware,2026-01-29 08:00:00,4
INC-10698,Middleware,Memory limit exceeded in Middleware. Urgent help needed.,Critical,Resource,Scale up Middleware instance,2026-02-11 01:00:00,1
INC-10699,Middleware,Latency spike in Middleware API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-21 21:00:00,1
INC-10700,Identity Access,Connection timeout in Identity Access. Urgent help needed.,High,Network/DB,Restart Identity Access services,2026-03-04 23:00:00,1
INC-10701,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-02-19 08:00:00,2
INC-10702,Oracle DB,Latency spike in Oracle DB API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-01-06 05:00:00,3
INC-10703,Oracle DB,Access denied for user in Oracle DB. Urgent help needed.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-23 15:00:00,2
INC-10704,Identity Access,Latency spike in Identity Access API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-02-19 08:00:00,3
INC-10705,SAP ERP,Access denied for user in SAP ERP. Intermittent issue.,Medium,Permissions,Update IAM policy for SAP ERP,2026-03-10 07:00:00,2
INC-10706,SAP ERP,Connection timeout in SAP ERP. Error code 504.,High,Network/DB,Restart SAP ERP services,2026-03-11 16:00:00,1
INC-10707,SAP ERP,Latency spike in SAP ERP API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-03 05:00:00,1
INC-10708,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Urgent help needed.,High,Network/DB,Restart Cloud Infrastructure services,2026-02-16 03:00:00,5
INC-10709,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Intermittent issue.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-01-20 21:00:00,5
INC-10710,Oracle DB,Connection timeout in Oracle DB. Intermittent issue.,High,Network/DB,Restart Oracle DB services,2026-02-14 12:00:00,1
INC-10711,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Reported by monitoring.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-16 16:00:00,3
INC-10712,Middleware,Memory limit exceeded in Middleware. Intermittent issue.,Critical,Resource,Scale up Middleware instance,2026-02-09 18:00:00,3
INC-10713,Middleware,Access denied for user in Middleware. Urgent help needed.,Medium,Permissions,Update IAM policy for Middleware,2026-03-20 22:00:00,4
INC-10714,Oracle DB,Memory limit exceeded in Oracle DB. Intermittent issue.,Critical,Resource,Scale up Oracle DB instance,2026-01-23 17:00:00,2
INC-10715,Middleware,Data sync failure between Middleware and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-18 22:00:00,4
INC-10716,SAP ERP,Connection timeout in SAP ERP. Reported by monitoring.,High,Network/DB,Restart SAP ERP services,2026-03-27 23:00:00,5
INC-10717,Identity Access,Memory limit exceeded in Identity Access. Reported by monitoring.,Critical,Resource,Scale up Identity Access instance,2026-01-13 18:00:00,2
INC-10718,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-01-03 05:00:00,1
INC-10719,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-21 14:00:00,3
INC-10720,Identity Access,Latency spike in Identity Access API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-11 21:00:00,5
INC-10721,Identity Access,Connection timeout in Identity Access. Error code 504.,High,Network/DB,Restart Identity Access services,2026-02-08 07:00:00,2
INC-10722,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Error code 504.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-02-03 09:00:00,2
INC-10723,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-03 21:00:00,5
INC-10724,Oracle DB,Access denied for user in Oracle DB. Urgent help needed.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-24 02:00:00,5
INC-10725,Identity Access,Connection timeout in Identity Access. Reported by monitoring.,High,Network/DB,Restart Identity Access services,2026-03-22 19:00:00,1
INC-10726,Middleware,Access denied for user in Middleware. Error code 504.,Medium,Permissions,Update IAM policy for Middleware,2026-02-21 20:00:00,1
INC-10727,Oracle DB,Access denied for user in Oracle DB. Reported by monitoring.,Medium,Permissions,Update IAM policy for Oracle DB,2026-01-23 15:00:00,2
INC-10728,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Urgent help needed.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-03-28 08:00:00,1
INC-10729,Middleware,Memory limit exceeded in Middleware. Intermittent issue.,Critical,Resource,Scale up Middleware instance,2026-02-20 02:00:00,4
INC-10730,Oracle DB,Access denied for user in Oracle DB. Reported by monitoring.,Medium,Permissions,Update IAM policy for Oracle DB,2026-01-19 12:00:00,4
INC-10731,Oracle DB,Connection timeout in Oracle DB. Error code 504.,High,Network/DB,Restart Oracle DB services,2026-01-07 12:00:00,4
INC-10732,Middleware,Memory limit exceeded in Middleware. Intermittent issue.,Critical,Resource,Scale up Middleware instance,2026-03-10 18:00:00,2
INC-10733,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-02-03 08:00:00,1
INC-10734,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Error code 504.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-01-25 10:00:00,2
INC-10735,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-02 16:00:00,2
INC-10736,Middleware,Memory limit exceeded in Middleware. Reported by monitoring.,Critical,Resource,Scale up Middleware instance,2026-03-01 14:00:00,3
INC-10737,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-03-08 15:00:00,3
INC-10738,Middleware,Access denied for user in Middleware. Urgent help needed.,Medium,Permissions,Update IAM policy for Middleware,2026-02-04 22:00:00,1
INC-10739,Middleware,Connection timeout in Middleware. Intermittent issue.,High,Network/DB,Restart Middleware services,2026-03-17 18:00:00,5
INC-10740,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Error code 504.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-25 16:00:00,1
INC-10741,Middleware,Connection timeout in Middleware. Intermittent issue.,High,Network/DB,Restart Middleware services,2026-02-19 20:00:00,4
INC-10742,Identity Access,Latency spike in Identity Access API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-25 05:00:00,2
INC-10743,Identity Access,Memory limit exceeded in Identity Access. Reported by monitoring.,Critical,Resource,Scale up Identity Access instance,2026-03-13 17:00:00,3
INC-10744,Identity Access,Connection timeout in Identity Access. Intermittent issue.,High,Network/DB,Restart Identity Access services,2026-02-03 04:00:00,3
INC-10745,Middleware,Latency spike in Middleware API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-25 02:00:00,5
INC-10746,Middleware,Data sync failure between Middleware and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-09 13:00:00,3
INC-10747,Middleware,Data sync failure between Middleware and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-03-21 15:00:00,3
INC-10748,Middleware,Memory limit exceeded in Middleware. Intermittent issue.,Critical,Resource,Scale up Middleware instance,2026-02-14 20:00:00,4
INC-10749,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Error code 504.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-17 02:00:00,4
INC-10750,Oracle DB,Data sync failure between Oracle DB and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-28 01:00:00,5
INC-10751,SAP ERP,Data sync failure between SAP ERP and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-02-10 15:00:00,2
INC-10752,Middleware,Data sync failure between Middleware and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-03-21 23:00:00,3
INC-10753,Identity Access,Access denied for user in Identity Access. Error code 504.,Medium,Permissions,Update IAM policy for Identity Access,2026-01-20 02:00:00,5
INC-10754,Oracle DB,Memory limit exceeded in Oracle DB. Intermittent issue.,Critical,Resource,Scale up Oracle DB instance,2026-02-23 08:00:00,5
INC-10755,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Error code 504.,High,Network/DB,Restart Cloud Infrastructure services,2026-02-10 01:00:00,3
INC-10756,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-01-09 22:00:00,1
INC-10757,Middleware,Latency spike in Middleware API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-01-19 16:00:00,2
INC-10758,Middleware,Connection timeout in Middleware. Intermittent issue.,High,Network/DB,Restart Middleware services,2026-01-02 19:00:00,5
INC-10759,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Reported by monitoring.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-01-06 08:00:00,4
INC-10760,SAP ERP,Connection timeout in SAP ERP. Reported by monitoring.,High,Network/DB,Restart SAP ERP services,2026-02-04 22:00:00,4
INC-10761,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-03-23 09:00:00,3
INC-10762,SAP ERP,Connection timeout in SAP ERP. Error code 504.,High,Network/DB,Restart SAP ERP services,2026-02-06 20:00:00,5
INC-10763,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-28 22:00:00,5
INC-10764,SAP ERP,Latency spike in SAP ERP API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-02-02 18:00:00,2
INC-10765,Oracle DB,Memory limit exceeded in Oracle DB. Error code 504.,Critical,Resource,Scale up Oracle DB instance,2026-03-08 09:00:00,1
